Species	Antibiotic	F1	Rank	Feature	Mean_abs_SHAP
K. pneumoniae	ertapenem	0.894317770252815	2	pf_has_quinolone_mutation	0.0598667233583571
K. pneumoniae	ertapenem	0.894317770252815	3	target_promoter_up_at_ratio_mean	0.0529443601212688
K. pneumoniae	ertapenem	0.894317770252815	4	pf_has_parC	0.0374438222575558
K. pneumoniae	ertapenem	0.894317770252815	5	pf_n_mutations	0.0240052785785695
K. pneumoniae	fosfomycin	0.6966343460461109	1	st_512	0.0559763865978748
K. pneumoniae	fosfomycin	0.6966343460461109	2	st_258	0.0364383257891638
K. pneumoniae	fosfomycin	0.6966343460461109	3	genome_gene_copies_sum	0.0248449310721231
K. pneumoniae	fosfomycin	0.6966343460461109	4	target_cai_min	0.0196941195647296
K. pneumoniae	fosfomycin	0.6966343460461109	5	n_amr_genes	0.0181539169756002
K. pneumoniae	gentamicin	0.8883009650152507	1	target_gc_deviation_max	0.0739699598811722
K. pneumoniae	gentamicin	0.8883009650152507	2	target_gene_gc_max	0.073925765127117
K. pneumoniae	gentamicin	0.8883009650152507	3	target_cai_max	0.0468468910650024
K. pneumoniae	gentamicin	0.8883009650152507	4	n_target_args	0.0208051993301289
K. pneumoniae	gentamicin	0.8883009650152507	5	target_gene_gc_mean	0.0191725817447791
K. pneumoniae	imipenem	0.91467120671309	1	pf_has_quinolone_mutation	0.0472756881355539
K. pneumoniae	imipenem	0.91467120671309	2	pf_n_quinolone_mutations	0.0469166142187985
K. pneumoniae	imipenem	0.91467120671309	3	target_promoter_up_at_ratio_mean	0.0379339349179375
K. pneumoniae	imipenem	0.91467120671309	4	pf_has_parC	0.0285108872107251
K. pneumoniae	imipenem	0.91467120671309	5	target_cai_mean	0.0236623293109865
K. pneumoniae	levofloxacin	0.9253882190475372	1	pf_has_quinolone_mutation	0.0675772811200105
K. pneumoniae	levofloxacin	0.9253882190475372	2	pf_n_quinolone_mutations	0.0639331267174003
K. pneumoniae	levofloxacin	0.9253882190475372	3	pf_has_parC	0.0508525209678537
K. pneumoniae	levofloxacin	0.9253882190475372	4	genome_gene_copies_sum	0.0466177497861894
K. pneumoniae	levofloxacin	0.9253882190475372	5	n_amr_genes	0.0436731651820225
K. pneumoniae	meropenem	0.8836218671406326	1	pf_n_quinolone_mutations	0.0526090108219683
K. pneumoniae	meropenem	0.8836218671406326	2	target_promoter_up_at_ratio_mean	0.0522080106445275
K. pneumoniae	meropenem	0.8836218671406326	3	pf_has_quinolone_mutation	0.0514176151638115
K. pneumoniae	meropenem	0.8836218671406326	4	pf_has_parC	0.0372834726726712
K. pneumoniae	meropenem	0.8836218671406326	5	pf_n_mutations	0.0220127739393295
K. pneumoniae	minocycline	0.7678438520543783	1	target_gc_deviation_max	0.0296791897581291
K. pneumoniae	minocycline	0.7678438520543783	2	target_cai_min	0.0290390641344509
K. pneumoniae	minocycline	0.7678438520543783	3	target_gc_deviation_mean	0.0250080660512224
K. pneumoniae	minocycline	0.7678438520543783	4	n_amr_genes	0.0246414184139525
K. pneumoniae	minocycline	0.7678438520543783	5	genome_gene_copies_sum	0.0246339521311732
K. pneumoniae	nitrofurantoin	0.8834801809333934	1	genome_gc	0.1407792547398859
K. pneumoniae	nitrofurantoin	0.8834801809333934	2	n_amr_genes	0.0510766444164559
K. pneumoniae	nitrofurantoin	0.8834801809333934	3	genome_gene_copies_sum	0.0461983327835471
K. pneumoniae	nitrofurantoin	0.8834801809333934	4	pf_n_mutations	0.044953533358045
K. pneumoniae	nitrofurantoin	0.8834801809333934	5	pf_n_quinolone_mutations	0.0418854569901962
K. pneumoniae	piperacillin_tazobactam	0.8172620074777107	1	pf_has_quinolone_mutation	0.0325722053843293
K. pneumoniae	piperacillin_tazobactam	0.8172620074777107	2	pf_n_quinolone_mutations	0.031656295324397
K. pneumoniae	piperacillin_tazobactam	0.8172620074777107	3	target_gene_gc_mean	0.0248936016792931
K. pneumoniae	piperacillin_tazobactam	0.8172620074777107	4	pf_has_parC	0.0245002218372408
K. pneumoniae	piperacillin_tazobactam	0.8172620074777107	5	target_gc_deviation_mean	0.0197639646022395
K. pneumoniae	tetracycline	0.7827142369813422	1	has_target_arg	0.0467952522373047
K. pneumoniae	tetracycline	0.7827142369813422	2	target_any_on_plasmid	0.0339468439483008
K. pneumoniae	tetracycline	0.7827142369813422	3	target_n_plasmid	0.0329516174986041
K. pneumoniae	tetracycline	0.7827142369813422	4	genome_gc	0.0315552050628695
K. pneumoniae	tetracycline	0.7827142369813422	5	n_target_args	0.0304542745512793
K. pneumoniae	tigecycline	0.5539143456124588	1	genome_gc	0.0626087569288568
K. pneumoniae	tigecycline	0.5539143456124588	2	n_amr_genes	0.0522411986949541
K. pneumoniae	tigecycline	0.5539143456124588	3	genome_gene_copies_sum	0.046020179424502
K. pneumoniae	tigecycline	0.5539143456124588	4	st_512	0.0222376767892817
K. pneumoniae	tigecycline	0.5539143456124588	5	pf_n_mutations	0.0222011556390642
K. pneumoniae	tobramycin	0.958893537941358	1	has_target_arg	0.0468412082493468
K. pneumoniae	tobramycin	0.958893537941358	2	target_n_plasmid	0.04160679363105
K. pneumoniae	tobramycin	0.958893537941358	3	n_target_args	0.0390380907817126
K. pneumoniae	tobramycin	0.958893537941358	4	n_amr_genes	0.0364241322309224
K. pneumoniae	tobramycin	0.958893537941358	5	target_any_in_integron	0.0345843861211693
K. pneumoniae	trimethoprim_sulfamethoxazole	0.9147719553454712	1	n_amr_genes	0.0467793500900823
K. pneumoniae	trimethoprim_sulfamethoxazole	0.9147719553454712	2	target_n_plasmid	0.0453858523986877
K. pneumoniae	trimethoprim_sulfamethoxazole	0.9147719553454712	3	genome_gene_copies_sum	0.0432938311379252
K. pneumoniae	trimethoprim_sulfamethoxazole	0.9147719553454712	4	target_any_on_plasmid	0.04244617625026
K. pneumoniae	trimethoprim_sulfamethoxazole	0.9147719553454712	5	has_target_arg	0.0412436452321413
S. aureus	ciprofloxacin	0.9607914517814408	1	pf_n_quinolone_mutations	0.0960329938500302
S. aureus	ciprofloxacin	0.9607914517814408	2	pf_has_gyrA	0.0909481544213399
S. aureus	ciprofloxacin	0.9607914517814408	3	pf_has_quinolone_mutation	0.0825254086412641
S. aureus	ciprofloxacin	0.9607914517814408	4	pf_n_mutations	0.0754094895865186
S. aureus	ciprofloxacin	0.9607914517814408	5	genome_gene_copies_sum	0.0457299855100069
S. aureus	clindamycin	0.9295191628619458	1	n_target_args	0.0635080466370895
S. aureus	clindamycin	0.9295191628619458	2	has_target_arg	0.0562190048786495
S. aureus	clindamycin	0.9295191628619458	3	target_any_on_plasmid	0.0408692219073162
S. aureus	clindamycin	0.9295191628619458	4	arg_low_rbs	0.0332538324960474
S. aureus	clindamycin	0.9295191628619458	5	target_n_plasmid	0.032744313190124
S. aureus	doxycycline	0.6462197606315253	1	genome_gc	0.0444771523205506
S. aureus	doxycycline	0.6462197606315253	2	n_amr_genes	0.0230458902960611
S. aureus	doxycycline	0.6462197606315253	3	target_gc_deviation_max	0.0201673931495521
S. aureus	doxycycline	0.6462197606315253	4	target_gc_deviation_mean	0.0191167476310418
S. aureus	doxycycline	0.6462197606315253	5	target_min_srna_distance	0.0167718647008634
S. aureus	erythromycin	0.9434003932271996	1	n_target_args	0.0645202727697382
S. aureus	erythromycin	0.9434003932271996	2	has_target_arg	0.0634708439431274
S. aureus	erythromycin	0.9434003932271996	3	target_n_plasmid	0.0509307250450843
S. aureus	erythromycin	0.9434003932271996	4	target_any_on_plasmid	0.0381390206703462
S. aureus	erythromycin	0.9434003932271996	5	arg_low_rbs	0.0290126820644659
S. aureus	gentamicin	0.7359646150950498	1	target_cai_max	0.0461370266887402
S. aureus	gentamicin	0.7359646150950498	2	n_target_args	0.0309475316846932
S. aureus	gentamicin	0.7359646150950498	3	pf_n_quinolone_mutations	0.0289288400932931
S. aureus	gentamicin	0.7359646150950498	4	pf_has_quinolone_mutation	0.0288531374854784
S. aureus	gentamicin	0.7359646150950498	5	genome_gene_copies_sum	0.0270128200885362
S. aureus	levofloxacin	0.9826981246218996	1	pf_n_quinolone_mutations	0.1333787520361933
S. aureus	levofloxacin	0.9826981246218996	2	pf_has_gyrA	0.1105875560873372
S. aureus	levofloxacin	0.9826981246218996	3	pf_n_mutations	0.1050609276248555
S. aureus	levofloxacin	0.9826981246218996	4	pf_has_quinolone_mutation	0.0819498842046852
S. aureus	levofloxacin	0.9826981246218996	5	genome_gene_copies_sum	0.0277932535531433
S. aureus	linezolid	0.5696886446886447	1	genome_gene_copies_sum	0.0797374819944142
S. aureus	linezolid	0.5696886446886447	2	pf_has_gyrA	0.0651227716400458
S. aureus	linezolid	0.5696886446886447	3	pf_n_quinolone_mutations	0.0646369701333074
S. aureus	linezolid	0.5696886446886447	4	n_amr_genes	0.0646088615592359
S. aureus	linezolid	0.5696886446886447	5	genome_gc	0.0562619433302881
S. aureus	mupirocin	0.8204133327972338	1	pf_n_mutations	0.0984467524456896
S. aureus	mupirocin	0.8204133327972338	2	st_2276	0.0450751899151665
S. aureus	mupirocin	0.8204133327972338	3	genome_gc	0.0415429355957422
S. aureus	mupirocin	0.8204133327972338	4	n_amr_genes	0.0413334043696881
S. aureus	mupirocin	0.8204133327972338	5	genome_gene_copies_sum	0.0407683422116239
S. aureus	oxacillin	0.8965287535779339	1	target_rbs_dg_total_max	0.0656615238150263
S. aureus	oxacillin	0.8965287535779339	2	target_rbs_expression_min	0.0514580781971792
S. aureus	oxacillin	0.8965287535779339	3	target_gene_gc_max	0.0504617692081483
S. aureus	oxacillin	0.8965287535779339	4	target_gc_deviation_max	0.0408525259530046
S. aureus	oxacillin	0.8965287535779339	5	target_gc_deviation_mean	0.0391642796190491
S. aureus	penicillin	0.9667947622431546	1	genome_gene_copies_sum	0.0537313259413852
S. aureus	penicillin	0.9667947622431546	2	n_target_args	0.0494482525900589
S. aureus	penicillin	0.9667947622431546	3	has_target_arg	0.0475385203375397
S. aureus	penicillin	0.9667947622431546	4	n_amr_genes	0.0431635939855585
S. aureus	penicillin	0.9667947622431546	5	genome_gc	0.0312431918129957
S. aureus	tetracycline	0.8380555555555557	1	n_target_args	0.0792971899332089
S. aureus	tetracycline	0.8380555555555557	2	target_gc_deviation_mean	0.0445198067366119
S. aureus	tetracycline	0.8380555555555557	3	target_gene_gc_mean	0.0351604937540576
S. aureus	tetracycline	0.8380555555555557	4	target_operon_size_mean	0.0351334928611981
S. aureus	tetracycline	0.8380555555555557	5	genome_gene_copies_sum	0.0271464263360671
S. aureus	trimethoprim_sulfamethoxazole	0.6889602203506542	1	genome_gc	0.0800906804238537
S. aureus	trimethoprim_sulfamethoxazole	0.6889602203506542	2	n_amr_genes	0.038556426166812
S. aureus	trimethoprim_sulfamethoxazole	0.6889602203506542	3	genome_gene_copies_sum	0.0368297137925142
S. aureus	trimethoprim_sulfamethoxazole	0.6889602203506542	4	pf_has_gyrA	0.0315693976432599
S. aureus	trimethoprim_sulfamethoxazole	0.6889602203506542	5	n_target_args	0.0315280208452586
S. aureus	vancomycin	0.754783477392173	1	pf_has_gyrA	0.0799823161950216
S. aureus	vancomycin	0.754783477392173	2	pf_n_quinolone_mutations	0.0750221145343843
S. aureus	vancomycin	0.754783477392173	3	n_amr_genes	0.0624368573667629
S. aureus	vancomycin	0.754783477392173	4	genome_gene_copies_sum	0.0613375468229083
S. aureus	vancomycin	0.754783477392173	5	st_2371	0.0559220469389004
A. baumannii	amikacin	0.940816068142602	1	target_gene_gc_mean	0.0452850433992584
A. baumannii	amikacin	0.940816068142602	2	target_gc_deviation_mean	0.0441090272916001
A. baumannii	amikacin	0.940816068142602	3	n_amr_genes	0.0342695970936636
A. baumannii	amikacin	0.940816068142602	4	target_rare_codon_clusters_mean	0.0326386791123717
A. baumannii	amikacin	0.940816068142602	5	n_target_args	0.027637513703042
A. baumannii	ampicillin_sulbactam	0.8977102664782575	1	n_amr_genes	0.0545850973497064
A. baumannii	ampicillin_sulbactam	0.8977102664782575	2	target_cai_mean	0.0387219265891845
A. baumannii	ampicillin_sulbactam	0.8977102664782575	3	n_target_args	0.0369974321639633
A. baumannii	ampicillin_sulbactam	0.8977102664782575	4	target_cai_min	0.0360370797772424
A. baumannii	ampicillin_sulbactam	0.8977102664782575	5	genome_gene_copies_sum	0.0345157140755972
A. baumannii	ceftazidime	0.96729504219966	1	n_amr_genes	0.051560858709606
A. baumannii	ceftazidime	0.96729504219966	2	genome_gene_copies_sum	0.0489415205069853
A. baumannii	ceftazidime	0.96729504219966	3	target_cai_mean	0.0351744151085853
A. baumannii	ceftazidime	0.96729504219966	4	target_rare_codon_pct_mean	0.0244176644295618
A. baumannii	ceftazidime	0.96729504219966	5	target_gc_deviation_max	0.0243752702837259
A. baumannii	ceftriaxone	0.9716604305978482	1	genome_gene_copies_sum	0.0785334341443071
A. baumannii	ceftriaxone	0.9716604305978482	2	n_amr_genes	0.0677877503924579
A. baumannii	ceftriaxone	0.9716604305978482	3	target_cai_mean	0.0223475486411042
A. baumannii	ceftriaxone	0.9716604305978482	4	n_target_args	0.0200786524285092
A. baumannii	ceftriaxone	0.9716604305978482	5	target_gc_deviation_max	0.0197104422339284
A. baumannii	ciprofloxacin	0.972249981052476	1	genome_gene_copies_sum	0.1254927523539141
A. baumannii	ciprofloxacin	0.972249981052476	2	n_amr_genes	0.1142430594002626
A. baumannii	ciprofloxacin	0.972249981052476	3	st_2	0.0524350807500937
A. baumannii	ciprofloxacin	0.972249981052476	4	genome_gc	0.0466376798226348
A. baumannii	ciprofloxacin	0.972249981052476	5	st_3	0.0430991564117367
A. baumannii	doripenem	0.9071207430340558	1	target_rbs_dg_total_max	0.0444079593279794
A. baumannii	doripenem	0.9071207430340558	2	target_rbs_expression_min	0.0385640158840121
A. baumannii	doripenem	0.9071207430340558	3	n_amr_genes	0.0383630018590435
A. baumannii	doripenem	0.9071207430340558	4	genome_gene_copies_sum	0.0331098446339289
A. baumannii	doripenem	0.9071207430340558	5	target_rbs_dg_total_mean	0.0230765894344113
A. baumannii	gentamicin	0.980933285228463	1	target_cai_min	0.0525527185976345
A. baumannii	gentamicin	0.980933285228463	2	target_rare_codon_clusters_mean	0.0382674752237608
A. baumannii	gentamicin	0.980933285228463	3	target_gene_gc_max	0.030255062640739
A. baumannii	gentamicin	0.980933285228463	4	target_gc_deviation_max	0.0291464260750831
A. baumannii	gentamicin	0.980933285228463	5	target_rare_codon_pct_max	0.0249388783538366
A. baumannii	imipenem	0.8789457324266332	1	n_target_args	0.042985625572215
A. baumannii	imipenem	0.8789457324266332	2	target_synteny_n_hypothetical_mean	0.0418086786275906
A. baumannii	imipenem	0.8789457324266332	3	target_n_plasmid	0.0387424456613681
A. baumannii	imipenem	0.8789457324266332	4	target_any_on_plasmid	0.030093397653537
A. baumannii	imipenem	0.8789457324266332	5	target_rbs_dg_total_max	0.0268635678188574
A. baumannii	levofloxacin	0.9582675228337432	1	genome_gene_copies_sum	0.0827216175727527
A. baumannii	levofloxacin	0.9582675228337432	2	st_2	0.0793490294623182
A. baumannii	levofloxacin	0.9582675228337432	3	n_amr_genes	0.0741677326675626
A. baumannii	levofloxacin	0.9582675228337432	4	st_3	0.0737135972358447
A. baumannii	levofloxacin	0.9582675228337432	5	genome_gc	0.0649476398683981
A. baumannii	meropenem	0.9055903981514026	1	target_synteny_n_hypothetical_mean	0.0463450106739294
A. baumannii	meropenem	0.9055903981514026	2	n_target_args	0.0375608011255065
A. baumannii	meropenem	0.9055903981514026	3	target_rbs_dg_total_max	0.0312694303310444
A. baumannii	meropenem	0.9055903981514026	4	target_n_plasmid	0.0311753203686643
A. baumannii	meropenem	0.9055903981514026	5	target_any_on_plasmid	0.02870690288738
A. baumannii	tetracycline	0.9577021717018454	1	has_target_arg	0.0593024337618029
A. baumannii	tetracycline	0.9577021717018454	2	n_target_args	0.059190417276934
A. baumannii	tetracycline	0.9577021717018454	3	n_amr_genes	0.0471829951711152
A. baumannii	tetracycline	0.9577021717018454	4	genome_gene_copies_sum	0.0335350424356814
A. baumannii	tetracycline	0.9577021717018454	5	genome_gc	0.0297802110055625
A. baumannii	tobramycin	0.9285135666618534	1	target_cai_min	0.0551098644152221
A. baumannii	tobramycin	0.9285135666618534	2	target_cai_max	0.0454315846717036
A. baumannii	tobramycin	0.9285135666618534	3	target_gc_deviation_max	0.0424665603522504
A. baumannii	tobramycin	0.9285135666618534	4	target_gene_gc_max	0.0359133958011216
A. baumannii	tobramycin	0.9285135666618534	5	target_identity_mean	0.0315526148404316
A. baumannii	trimethoprim_sulfamethoxazole	0.9398768482643868	1	genome_gene_copies_sum	0.1225267895080137
A. baumannii	trimethoprim_sulfamethoxazole	0.9398768482643868	2	n_amr_genes	0.1188824604760175
A. baumannii	trimethoprim_sulfamethoxazole	0.9398768482643868	3	genome_gc	0.0915301543934508
A. baumannii	trimethoprim_sulfamethoxazole	0.9398768482643868	4	st_2	0.0246018625930683
A. baumannii	trimethoprim_sulfamethoxazole	0.9398768482643868	5	st_32	0.0198543615274101
